Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 08:00,2022-11-29 23:00,GBPUSD,M5,480,-0.045440000000002145,164,34.166666666666664,316,65.83333333333333,0,0.0
