Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
short,1988-10-12 00:00:00+01:00,5.4723334312438965,1988-11-02 00:00:00+00:00,5.196429252624512,0.25456665325164796
short,1989-04-27 00:00:00+01:00,6.223448753356933,1989-05-09 00:00:00+01:00,6.4687132835388175,-0.27064885425567625
short,1989-09-22 00:00:00+01:00,7.219825744628906,1989-09-28 00:00:00+01:00,6.851949214935303,0.3397329797744751
short,1990-04-19 00:00:00+01:00,25.248018264770508,1990-04-25 00:00:00+01:00,23.95884895324707,1.1907555770874023
short,1990-05-31 00:00:00+01:00,28.93917655944824,1990-06-04 00:00:00+01:00,29.62742042541504,-0.805377059936527
short,1991-02-26 00:00:00+00:00,36.753753662109375,1991-03-01 00:00:00+00:00,37.69954681396485,-1.0946997528076243
short,1991-11-04 00:00:00+00:00,48.43430709838867,1991-11-19 00:00:00+00:00,45.51416015625,2.7322500076293945
short,1992-01-20 00:00:00+00:00,42.50817108154297,1992-01-23 00:00:00+00:00,43.53827667236328,-1.202198486328125
short,1994-05-19 00:00:00+01:00,56.029315948486335,1995-01-03 00:00:00+00:00,49.58226776123047,6.235825019836433
short,1995-03-02 00:00:00+00:00,49.134315490722656,1995-03-21 00:00:00+00:00,50.1417121887207,-1.2059487533569335
short,1995-08-10 00:00:00+01:00,94.34530543017156,1995-08-14 00:00:00+01:00,89.38923981291751,4.588596526767876
short,1995-09-18 00:00:00+01:00,95.7337440309017,1995-09-20 00:00:00+01:00,98.90498464040012,-3.5605180668410155
short,1995-10-16 00:00:00+01:00,100.1845634032155,1995-10-27 00:00:00+00:00,92.78482267652676,7.013801954529263
short,1996-01-09 00:00:00+00:00,109.38112823356308,1996-01-11 00:00:00+00:00,103.583065658874,5.372134186904194
short,1996-03-26 00:00:00+00:00,106.78254346447804,1996-03-27 00:00:00+00:00,111.38077809338463,-5.034561272022321
short,1996-04-01 00:00:00+01:00,112.08119053457617,1996-04-04 00:00:00+01:00,115.38017990095004,-3.7539121072449273
short,1996-05-24 00:00:00+01:00,125.2666015625,1996-06-13 00:00:00+01:00,135.1609898644353,-10.415243484789164
short,1996-06-18 00:00:00+01:00,128.12286849593818,1996-06-20 00:00:00+01:00,130.97918770104778,-3.3745233175035714
short,1996-06-21 00:00:00+01:00,129.95804652837464,1996-06-26 00:00:00+01:00,132.61130248960333,-3.1783946592646513
short,1996-07-03 00:00:00+01:00,129.8565358761682,1996-07-16 00:00:00+01:00,122.00236313613438,7.350454942009226
short,1996-08-15 00:00:00+01:00,130.97911743565007,1996-08-19 00:00:00+01:00,133.8353511813702,-3.385862682954187
short,1996-08-27 00:00:00+01:00,136.38509248778132,1996-09-06 00:00:00+01:00,139.75282607920548,-3.920009428558129
short,1996-10-16 00:00:00+01:00,134.2515784858058,1996-10-22 00:00:00+01:00,137.12781235590975,-3.4189926517873914
short,1996-10-24 00:00:00+01:00,133.53153956720178,1996-11-06 00:00:00+00:00,126.84828864913698,6.162491261632123
short,1996-11-27 00:00:00+00:00,130.03546142578125,1996-11-29 00:00:00+00:00,133.6338154905097,-4.125692618561036
short,1997-02-28 00:00:00+00:00,141.95968627929688,1997-05-01 00:00:00+01:00,144.88909912109375,-3.503110412597657
short,1997-06-11 00:00:00+01:00,150.9687252040586,1997-06-13 00:00:00+01:00,154.53228225594805,-4.174559066809474
short,1997-09-04 00:00:00+01:00,156.57790618148425,1997-09-08 00:00:00+01:00,160.8226603697556,-4.879555321373823
short,1997-09-19 00:00:00+01:00,165.57263353408706,1997-09-23 00:00:00+01:00,168.93984482860515,-4.036236251243469
short,1997-12-10 00:00:00+00:00,175.49389141584462,1997-12-16 00:00:00+00:00,180.2054588835104,-5.422966168264498
short,1998-02-16 00:00:00+00:00,218.54760556538744,1998-02-18 00:00:00+00:00,223.40754959724168,-5.7438543421795
short,1998-07-22 00:00:00+01:00,211.8243484438605,1998-07-28 00:00:00+01:00,200.2573361560684,10.742848918592237
short,1998-10-07 00:00:00+01:00,236.1964777519572,1998-10-08 00:00:00+01:00,223.6742080100637,11.602528370369454
short,1999-02-11 00:00:00+00:00,287.1492712464524,1999-02-12 00:00:00+00:00,270.0932868561312,15.94149927411599
short,1999-03-17 00:00:00+00:00,355.59035330775845,1999-03-18 00:00:00+00:00,324.5004918283664,29.72967978911978
short,1999-08-26 00:00:00+01:00,311.47485685134745,1999-08-27 00:00:00+01:00,327.42014049654466,-17.22307363989299
short,2001-04-23 00:00:00+01:00,208.21416210773785,2001-04-24 00:00:00+01:00,213.81957967419265,-6.449485050018666
short,2001-05-30 00:00:00+01:00,197.545794135386,2001-05-31 00:00:00+01:00,207.94299091210968,-11.20817434681868
short,2001-07-19 00:00:00+01:00,180.6391462948829,2001-07-24 00:00:00+01:00,187.60075779018288,-7.698091303470122
short,2002-01-08 00:00:00+00:00,171.10286667749554,2002-01-25 00:00:00+00:00,161.71314967333012,8.724084971463768
short,2002-03-22 00:00:00+00:00,163.3824358799132,2002-04-08 00:00:00+01:00,168.36694273201942,-5.648005609330087
short,2003-01-03 00:00:00+00:00,126.43736986222426,2003-01-08 00:00:00+00:00,111.9587020968361,14.001875621470031
short,2003-05-19 00:00:00+01:00,147.43540757978187,2003-05-22 00:00:00+01:00,152.14388381388926,-5.307634816894736
short,2003-05-30 00:00:00+01:00,153.02671515035416,2003-06-02 00:00:00+01:00,159.79523515144874,-7.394163901698178
short,2003-06-17 00:00:00+01:00,160.85462738233838,2003-06-18 00:00:00+01:00,164.20944275489873,-4.004943512834826
short,2003-10-17 00:00:00+01:00,147.48550117503677,2003-11-04 00:00:00+00:00,151.1361437413609,-4.247885856156934
short,2003-11-05 00:00:00+00:00,147.06832356188508,2003-11-11 00:00:00+00:00,150.71896036854992,-4.2462113745257035
short,2003-12-09 00:00:00+00:00,147.85060645150136,2004-01-05 00:00:00+00:00,155.8819680631022,-8.638826760630035
short,2004-02-13 00:00:00+00:00,152.17915051397986,2004-02-17 00:00:00+00:00,157.36831929404963,-5.808263719685822
short,2004-05-07 00:00:00+01:00,149.18631791429289,2004-05-27 00:00:00+01:00,153.44876552922506,-4.867717781819209
short,2004-08-31 00:00:00+01:00,149.05312535617333,2004-09-07 00:00:00+01:00,153.98160658905084,-5.534550696767965
short,2004-11-04 00:00:00+00:00,168.31651113422666,2004-11-17 00:00:00+00:00,159.01055300405335,8.651304001896747
short,2005-01-10 00:00:00+00:00,167.2375182604359,2005-02-17 00:00:00+00:00,158.60595547950874,7.979875833447281
short,2005-03-23 00:00:00+00:00,158.33621558656083,2005-03-31 00:00:00+01:00,161.92757108614043,-4.231883072925008
short,2005-07-18 00:00:00+01:00,138.18373107910156,2005-07-20 00:00:00+01:00,140.9722287998505,-3.346809640506855
short,2005-08-26 00:00:00+01:00,141.0827178955078,2005-09-14 00:00:00+01:00,133.51777659245406,7.015740314077831
short,2005-11-09 00:00:00+00:00,124.41866440412927,2005-11-11 00:00:00+00:00,117.73431288843976,6.200045561104375
short,2005-11-28 00:00:00+00:00,122.73353812210136,2005-11-30 00:00:00+00:00,129.36167452507345,-7.132326828266439
short,2005-12-20 00:00:00+00:00,130.73791489465756,2005-12-21 00:00:00+00:00,133.96774523040096,-3.7592416559935167
short,2006-01-31 00:00:00+00:00,132.8443252178801,2006-02-02 00:00:00+00:00,135.54051459721626,-3.232959058966337
short,2006-05-12 00:00:00+01:00,136.6106927239965,2006-05-18 00:00:00+01:00,128.63254766164596,7.447658581579251
short,2006-07-05 00:00:00+01:00,136.72628985922333,2006-07-27 00:00:00+01:00,142.21847393904812,-6.050073607421336
short,2006-08-01 00:00:00+01:00,139.90596275368634,2006-08-09 00:00:00+01:00,132.85285471060817,6.507590408149579
short,2006-09-06 00:00:00+01:00,137.88256681418116,2006-09-14 00:00:00+01:00,144.24193912859965,-6.923621326304055
short,2006-09-19 00:00:00+01:00,140.98577830417096,2006-09-21 00:00:00+01:00,144.9509621092511,-4.537057285906975
short,2006-10-06 00:00:00+01:00,151.73593268888217,2006-10-11 00:00:00+01:00,154.79061142694383,-3.6677318262933056
short,2006-11-14 00:00:00+00:00,157.87471466780826,2006-11-23 00:00:00+00:00,149.79738202011376,7.461988454318657
short,2007-01-08 00:00:00+00:00,140.28085273659937,2007-01-17 00:00:00+00:00,132.32100246408598,7.414646562112022
short,2007-02-27 00:00:00+00:00,148.9162297637515,2007-03-05 00:00:00+00:00,139.22346161172118,9.116488769279368
short,2008-09-23 00:00:00+01:00,88.31394952574982,2008-09-24 00:00:00+01:00,83.26383067636112,4.706963288984474
short,2009-07-21 00:00:00+01:00,131.50927862143416,2009-07-22 00:00:00+01:00,134.4418442549672,-3.4644678792858468
short,2009-09-09 00:00:00+01:00,140.56768710998074,2009-09-14 00:00:00+01:00,132.6823536692838,7.338833359138411
short,2009-10-13 00:00:00+01:00,153.6052701631283,2009-10-15 00:00:00+01:00,159.26026474368723,-6.280725650372565
short,2010-03-23 00:00:00+00:00,149.98872077662733,2010-03-25 00:00:00+00:00,153.07924714130982,-3.696662300518362
short,2010-06-16 00:00:00+01:00,150.4441103529194,2010-06-18 00:00:00+01:00,153.9148396736445,-4.079447220778228
short,2010-09-07 00:00:00+01:00,142.10089877931654,2010-09-15 00:00:00+01:00,146.83980919891007,-5.316791835549992
short,2010-09-23 00:00:00+01:00,149.64312401065027,2010-09-24 00:00:00+01:00,154.84926513395772,-5.815125901596659
short,2010-11-24 00:00:00+00:00,163.89371070020903,2010-11-25 00:00:00+00:00,169.1436960949751,-5.916060208356441
short,2010-12-31 00:00:00+00:00,177.96098457454192,2011-01-05 00:00:00+00:00,182.73982945944996,-5.50024651297602
short,2011-01-20 00:00:00+00:00,178.36481870971812,2011-01-21 00:00:00+00:00,182.4032674352212,-4.759984897792968
short,2011-02-22 00:00:00+00:00,173.04754360865414,2011-03-01 00:00:00+00:00,161.73990497425478,10.638063737233537
short,2011-03-28 00:00:00+01:00,170.89368791317767,2011-03-30 00:00:00+01:00,174.6629257541135,-4.460351068270413
short,2011-04-18 00:00:00+01:00,179.03791857553867,2011-04-20 00:00:00+01:00,187.9898112986287,-9.68594818283836
short,2011-10-25 00:00:00+01:00,181.2181363845512,2011-10-27 00:00:00+01:00,188.15077209472656,-7.671373527133916
short,2011-12-06 00:00:00+00:00,180.52489728476277,2011-12-13 00:00:00+00:00,168.8781503368963,10.947940852623141
short,2012-01-12 00:00:00+00:00,174.9787863057809,2012-01-19 00:00:00+00:00,179.4156892541866,-5.145691899525637
short,2012-01-27 00:00:00+00:00,176.2960161721694,2012-02-01 00:00:00+00:00,185.7242921431691,-10.152316587630366
short,2012-03-20 00:00:00+00:00,208.67125681559244,2012-03-22 00:00:00+00:00,215.9504631395004,-8.128449763818153
short,2012-06-22 00:00:00+01:00,199.32912113870128,2012-06-29 00:00:00+01:00,207.76443173484088,-9.249497701886682
short,2012-07-03 00:00:00+01:00,199.7544101730856,2012-07-12 00:00:00+01:00,187.2077817312736,11.772704058003285
short,2012-08-14 00:00:00+01:00,202.51899198216225,2012-08-17 00:00:00+01:00,209.74926800582764,-8.054812543641376
short,2012-10-23 00:00:00+01:00,202.5585545830548,2012-10-31 00:00:00+00:00,209.37025127509716,-7.635554303758653
short,2012-11-08 00:00:00+00:00,206.78893218990245,2012-11-20 00:00:00+00:00,194.8864038197054,11.099177698177826
short,2013-01-17 00:00:00+00:00,204.351119840821,2013-01-21 00:00:00+00:00,192.42562505499544,11.131941296033943
short,2013-02-14 00:00:00+00:00,197.1808534219261,2013-02-21 00:00:00+00:00,205.089593467482,-8.713280939334723
short,2013-03-13 00:00:00+00:00,209.58535121272263,2013-04-23 00:00:00+01:00,217.61595153808597,-8.885002930864957
short,2013-06-05 00:00:00+01:00,253.2748360150644,2013-06-10 00:00:00+01:00,259.78407190290545,-7.535353703676989
short,2013-06-11 00:00:00+01:00,253.27477520773695,2013-06-17 00:00:00+01:00,259.6377584309013,-7.388808290441602
short,2013-08-06 00:00:00+01:00,291.0136816266407,2013-09-06 00:00:00+01:00,297.2303771972656,-7.393183688272757
short,2013-09-11 00:00:00+01:00,302.1305537803581,2013-09-23 00:00:00+01:00,286.2598492151189,14.693923759248278
short,2014-01-16 00:00:00+00:00,284.91769986474026,2014-01-29 00:00:00+00:00,269.86769781967547,13.940431249695948
short,2014-03-27 00:00:00+00:00,313.3947007309748,2014-04-03 00:00:00+01:00,329.5514283409791,-17.442619868148185
short,2014-08-21 00:00:00+01:00,231.61947413331035,2014-09-10 00:00:00+01:00,243.7580515245207,-13.089332442526029
short,2014-09-15 00:00:00+01:00,239.05436863932485,2014-09-26 00:00:00+01:00,243.90983745894417,-5.821397231815851
short,2015-01-05 00:00:00+00:00,251.29673409324377,2015-01-14 00:00:00+00:00,256.8912763779301,-6.610918305628701
short,2015-05-12 00:00:00+01:00,275.3610814934664,2015-05-15 00:00:00+01:00,287.71646474242976,-13.481538341435197
short,2015-05-26 00:00:00+01:00,281.7808385310952,2015-05-27 00:00:00+01:00,287.87423200615143,-7.232703616130749
short,2015-05-29 00:00:00+01:00,288.6554535829305,2015-06-04 00:00:00+01:00,297.09244828530024,-9.608490506106222
short,2015-06-09 00:00:00+01:00,293.10838521193864,2015-06-11 00:00:00+01:00,301.8578460422167,-9.939393292786377
short,2015-06-12 00:00:00+01:00,293.18648749637543,2015-06-29 00:00:00+01:00,275.84365114286527,16.204776076231695
short,2015-07-24 00:00:00+01:00,284.20256436108565,2015-08-05 00:00:00+01:00,290.3740857362852,-7.320674675394315
short,2015-10-07 00:00:00+01:00,279.73110025338514,2015-10-16 00:00:00+01:00,286.430793974778,-7.83201750984918
short,2015-12-03 00:00:00+00:00,275.6325135197909,2015-12-09 00:00:00+00:00,261.20850553575224,13.35032594592758
short,2016-03-10 00:00:00+00:00,268.9328985495064,2016-03-14 00:00:00+00:00,277.2089382116331,-9.368323335648995
short,2016-05-12 00:00:00+01:00,285.9120619631516,2016-05-17 00:00:00+01:00,292.9032327662633,-8.148801392570505
short,2016-05-31 00:00:00+01:00,294.26925540803865,2016-06-14 00:00:00+01:00,278.92098507538225,14.201889851689543
short,2016-11-11 00:00:00+00:00,294.53564130434995,2016-11-21 00:00:00+00:00,300.8575037213533,-7.512648707054723
short,2016-11-22 00:00:00+00:00,290.8884438361274,2016-12-12 00:00:00+00:00,276.1372777056,13.617114687443944
short,2017-01-03 00:00:00+00:00,277.8393291478061,2017-01-13 00:00:00+00:00,287.8084692349341,-11.100435683893465
short,2017-01-17 00:00:00+00:00,281.32455470268843,2017-01-25 00:00:00+00:00,265.6007586920961,14.629945383802749
short,2017-04-25 00:00:00+01:00,263.89872251753417,2017-04-27 00:00:00+01:00,272.4089667639352,-9.582859624963987
short,2017-05-04 00:00:00+01:00,272.52918723538744,2017-05-05 00:00:00+01:00,279.31756591796875,-7.892072188888022
short,2017-08-10 00:00:00+01:00,252.9918567995313,2017-08-16 00:00:00+01:00,262.636367078323,-10.675766726547437
short,2017-10-31 00:00:00+00:00,260.29396322222226,2017-11-03 00:00:00+00:00,266.505834446488,-7.265470819603166
