time,open,high,low,close,volume,dividends,stock splits,bb_bbh,bb_bbl,rsi,signal,action,position,Trade P/L,Brokerage Cost,Total profit,Executed price,Take Profit,Stop Loss
2015-04-20 00:00:00+01:00,249.7144217386733,254.3387628819821,249.7144217386733,253.4138946533203,2817255,0.0,0.0,256.7651455681774,232.30521118231084,68.55240277223179,0,hold,0,0,,0,,,
2015-04-21 00:00:00+01:00,254.33878731154687,254.33878731154687,249.25201156531597,250.1768798828125,857066,0.0,0.0,257.2370414160423,232.295749721653,57.599780105880214,0,hold,0,0,,0,,,
2015-04-22 00:00:00+01:00,246.2461713071376,249.71442724104097,245.0900859958365,245.7837371826172,386219,0.0,0.0,257.2789880267408,232.32316804015372,48.90967744200101,0,hold,0,0,,0,,,
2015-04-23 00:00:00+01:00,245.32131264955945,245.7837467921599,240.69697122355453,242.31549072265625,765156,0.0,0.0,257.18593302215606,232.1387633279416,43.22889645402677,0,hold,0,0,,0,,,
2015-04-24 00:00:00+01:00,237.22863769531247,251.5640914351852,237.22863769531247,249.71435546875,2632958,0.0,0.0,257.6900457032958,232.49014533674324,56.62620584510153,0,hold,0,0,,0,,,
2015-04-27 00:00:00+01:00,253.18267904155368,258.50067138671875,252.25781080761195,258.50067138671875,1836756,0.0,0.0,259.526398379392,232.73474664013926,67.32587969163002,0,hold,0,0,,0,,,
2015-04-28 00:00:00+01:00,258.7319161273655,258.9631332105892,252.02662071387695,254.10757446289065,2715407,0.0,0.0,259.6567363881285,234.66224401958638,61.57925220288941,0,hold,0,0,,0,,,
2015-04-29 00:00:00+01:00,258.9631104864468,258.9631104864468,250.4080791578767,251.1017303466797,3613181,0.0,0.0,259.3061448751381,236.5851087869713,56.5599189901787,-1,short,-1,0,0.49942879284129427,0,249.71439642064712,237.22867659961474,254.70868434906006
2015-04-30 00:00:00+01:00,249.71439642064712,252.48900082532097,249.2519623532015,251.5641326904297,539058,0.0,0.0,257.9655514471588,239.7985553033295,57.98155930151061,0,hold,-1,-1.8497362697825679,,0,,,
2015-05-01 00:00:00+01:00,252.2577424225984,255.49478036385997,247.8646195023148,249.71435546875,1698759,0.0,0.0,257.4008473155814,241.3806056263131,53.05911176493557,0,close short,0,-5.780383943212854,0.51098956072772,-6.790802296781868,255.49478036385997,,
2015-05-05 00:00:00+01:00,256.1885315164569,256.1885315164569,248.7895847578589,252.9514923095703,1079229,0.0,0.0,257.5044792978864,242.24808723043387,56.30129093464639,0,hold,0,0,,-6.790802296781868,,,
2015-05-06 00:00:00+01:00,246.93981644274868,254.33876225376736,246.93981644274868,253.6451110839844,1998767,0.0,0.0,257.8907207265869,242.50925180759282,56.029432844525886,0,hold,0,0,,-6.790802296781868,,,
2015-05-07 00:00:00+01:00,254.33877569148976,256.18851224197334,242.08427104453617,248.78956604003903,1626453,0.0,0.0,257.584812294789,243.32383486097274,49.287224172690784,0,hold,0,0,,-6.790802296781868,,,
