time,open,high,low,close,volume,dividends,stock splits,bb_bbh,bb_bbl,rsi,signal,action,position,Trade P/L,Brokerage Cost,Total profit,Executed price,Take Profit,Stop Loss
2007-04-13 00:00:00+01:00,1160.060707051918,1183.6341331845238,1160.060707051918,1172.4677734375,3102163,0.0,0.0,1208.9618483088134,1119.720939777124,56.47246311062261,0,hold,0,0,,0,,,
2007-04-16 00:00:00+01:00,1178.6717397915031,1191.6991642839355,1175.0736589267024,1187.356689453125,1022087,0.0,0.0,1211.2763023009284,1119.8258949646965,55.96329566640474,0,hold,0,0,,0,,,
2007-04-17 00:00:00+01:00,1191.0783478731532,1217.7535400390625,1186.7358747298658,1217.7535400390625,792640,0.0,0.0,1216.9966241847853,1123.5969549167773,66.15592565588483,0,hold,0,0,,0,,,
2007-04-18 00:00:00+01:00,1219.6151317138672,1261.1788213500977,1219.6151317138672,1240.7071533203125,3618990,0.0,0.0,1229.7326920312585,1117.9949568945226,68.47138167235309,0,hold,0,0,,0,,,
2007-04-19 00:00:00+01:00,1236.3646112558793,1236.3646112558793,1209.689408905652,1215.8929443359375,1399014,0.0,0.0,1234.7933183423604,1117.2147993334208,59.486445593892334,-1,short,-1,0,2.4503966316344243,0,1225.1983158172122,1163.9384000263515,1249.7022821335565
2007-04-20 00:00:00+01:00,1225.1983158172122,1250.6328125,1222.0965479290674,1250.6328125,1790052,0.0,0.0,1246.9411810801112,1112.5732598378577,66.00145041823345,0,close short,0,-25.434496682787767,2.5012656250000003,-30.38615893942219,1250.6328125,,
2007-04-23 00:00:00+01:00,1245.0494901639922,1250.6326717342342,1235.744187546922,1239.46630859375,710683,0.0,0.0,1254.9408367075705,1110.9632770619608,62.46684035964892,0,hold,0,0,,-30.38615893942219,,,
2007-04-24 00:00:00+01:00,1247.5310426635742,1250.0124569702148,1232.6425568237305,1240.7071533203125,1311736,0.0,0.0,1261.4439173211636,1114.3858800421176,65.30314322555392,0,hold,0,0,,-30.38615893942219,,,
2007-04-25 00:00:00+01:00,1243.8085441279218,1243.8085441279218,1216.5129950298526,1220.85546875,519740,0.0,0.0,1263.5000260026247,1120.270286497375,58.6068072638613,0,hold,0,0,,-30.38615893942219,,,
2007-04-26 00:00:00+01:00,1244.4289639428976,1271.724514497976,1240.7068434126595,1264.2802734375,2471242,0.0,0.0,1272.3051407958553,1123.7481673096133,66.6603859780331,0,hold,0,0,,-30.38615893942219,,,
