time,open,high,low,close,volume,dividends,stock splits,bb_bbh,bb_bbl,rsi,signal,action,position,Trade P/L,Brokerage Cost,Total profit,Executed price,Take Profit,Stop Loss
2009-12-15 00:00:00+00:00,213.3700714111328,213.3700714111328,213.3700714111328,213.3700714111328,0,0.0,0.0,243.7449747800697,206.72309010030142,21.51872689687751,0,hold,0,0,,0,,,
2009-12-16 00:00:00+00:00,208.8303135155302,210.34357809318612,208.8303135155302,205.80377197265625,6952,0.0,0.0,242.76970665147337,204.3691788465735,15.914461644009165,0,hold,0,0,,0,,,
2009-12-17 00:00:00+00:00,205.80377197265625,205.80377197265625,205.80377197265625,205.80377197265625,0,0.0,0.0,241.20455281763842,202.60515329808422,15.914461644009165,0,hold,0,0,,0,,,
2009-12-18 00:00:00+00:00,201.26392599153604,201.26392599153604,201.26392599153604,205.65240478515625,4326,0.0,0.0,238.95968024890382,201.46032249767822,15.473089765246868,0,hold,0,0,,0,,,
2009-12-21 00:00:00+00:00,201.2639540053177,201.2639540053177,201.2639540053177,199.75070190429688,3352,0.0,0.0,237.84851772095098,199.015317423092,12.76727824070528,0,hold,0,0,,0,,,
2009-12-22 00:00:00+00:00,201.1126399440208,201.1126399440208,201.1126399440208,199.75070190429688,3355,0.0,0.0,236.25419324313157,197.12913805569656,12.851493415643219,0,hold,0,0,,0,,,
2009-12-23 00:00:00+00:00,199.7507019042969,199.7507019042969,199.7507019042969,199.75070190429688,0,0.0,0.0,235.03341684573562,195.30826253658861,13.403739707542172,0,hold,0,0,,0,,,
2009-12-24 00:00:00+00:00,199.7506663759088,199.90199279785156,199.90199279785156,199.9019927978516,0,0.0,0.0,233.16185527143915,194.07763294877572,13.320897609119967,0,hold,0,0,,0,,,
2009-12-29 00:00:00+00:00,199.7507019042969,199.7507019042969,199.7507019042969,199.75070190429688,0,0.0,0.0,231.8863127803329,192.73523720746005,14.01010758244442,0,hold,0,0,,0,,,
2009-12-30 00:00:00+00:00,199.7507019042969,199.7507019042969,199.7507019042969,199.75070190429688,0,0.0,0.0,230.09936869942928,191.82857472098087,13.164143808912158,0,hold,0,0,,0,,,
2009-12-31 00:00:00+00:00,200.9612884521484,200.9612884521484,200.9612884521484,200.96128845214844,0,0.0,0.0,227.587826905356,191.66164514054242,18.063201163522805,0,hold,0,0,,0,,,
2010-01-04 00:00:00+00:00,195.3621606951918,206.0458088823027,195.3621606951918,203.53379821777344,13401,0.0,0.0,224.49374562518204,192.3345060227672,29.433879919521516,0,hold,0,0,,0,,,
2010-01-05 00:00:00+00:00,207.31693322739403,208.557819546832,207.31693322739403,203.53379821777344,10729,0.0,0.0,220.72058244521892,193.68644880478107,29.433879919521516,0,hold,0,0,,0,,,
2010-01-06 00:00:00+00:00,203.53379821777344,203.53379821777344,203.53379821777344,203.53379821777344,0,0.0,0.0,219.4773067081661,193.64343914144325,35.09406650561421,0,hold,0,0,,0,,,
2010-01-07 00:00:00+00:00,207.40782499243437,207.40782499243437,205.80377197265625,205.80377197265625,6169,0.0,0.0,218.7895479119918,193.61997052062537,47.66477649489512,0,hold,0,0,,0,,,
2010-01-08 00:00:00+00:00,205.80377197265625,205.80377197265625,205.80377197265625,205.80377197265625,0,0.0,0.0,217.35895177163866,193.99127863607617,44.25710560521391,0,hold,0,0,,0,,,
2010-01-11 00:00:00+00:00,205.80377197265625,205.80377197265625,205.80377197265625,205.80377197265625,0,0.0,0.0,215.54210909392285,194.67318021271777,43.39436623101103,0,hold,0,0,,0,,,
2010-01-12 00:00:00+00:00,204.29046630859372,204.29046630859372,204.29046630859372,204.29046630859372,0,0.0,0.0,213.78881923618326,195.29151981410973,38.9731766012087,0,hold,0,0,,0,,,
