Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 05:00,2022-11-29 23:00,EURUSD,M15,373,-0.06189000000000141,127,34.048257372654156,246,65.95174262734585,0,0.0
