time,open,high,low,close,volume,dividends,stock splits,bb_bbh,bb_bbl,rsi,signal,action,position,Trade P/L,Brokerage Cost,Total profit,Executed price,Take Profit,Stop Loss
2000-02-01 00:00:00+00:00,112.87614336690328,114.59941864013672,110.29117546943564,114.59941864013672,12024,0.0,0.0,128.50332972177492,101.2986493431665,47.21353030090205,0,hold,0,0,,0,,,
2000-02-02 00:00:00+00:00,114.16857651493952,114.16857651493952,110.29115295410156,110.29115295410156,3614,0.0,0.0,121.39949507463416,110.7289381529049,53.17129000466995,0,hold,0,0,,0,,,
2000-02-03 00:00:00+00:00,113.73776245117186,113.73776245117186,113.73776245117186,113.73776245117188,3136,0.0,0.0,120.70968816401687,110.72942240116869,43.504170226607485,0,hold,0,0,,0,,,
2000-02-04 00:00:00+00:00,112.87613500424158,112.87613500424158,111.15280487106712,112.01444244384766,961,0.0,0.0,119.98767605318442,110.5897798489152,39.85675591872559,0,hold,0,0,,0,,,
2000-02-07 00:00:00+00:00,109.42954528296325,111.58363952115936,106.84457720950672,107.70621490478516,16110,0.0,0.0,120.56954015394234,109.14627024034476,33.936586528803076,0,hold,0,0,,0,,,
2000-02-08 00:00:00+00:00,107.70621490478516,107.70621490478516,107.70621490478516,107.70621490478516,7903,0.0,0.0,120.57019238281,108.06855654907477,32.34620915136237,0,hold,0,0,,0,,,
2000-02-09 00:00:00+00:00,108.35246608775282,109.42954528296325,107.70621490478516,107.70621490478516,2185,0.0,0.0,120.5744690015848,107.11646270007536,32.857289165207334,0,hold,0,0,,0,,,
2000-02-10 00:00:00+00:00,108.5679075876848,108.5679075876848,107.70621490478516,107.70621490478516,17077,0.0,0.0,120.48588333212814,106.30031280434648,33.04471676064843,0,hold,0,0,,0,,,
2000-02-11 00:00:00+00:00,108.5678896852666,108.5678896852666,105.12128448486328,105.12128448486328,3182,0.0,0.0,120.64462236314378,105.02143522352614,28.582302443027487,0,hold,0,0,,0,,,
2000-02-14 00:00:00+00:00,104.25957448038253,106.84455108642578,104.25957448038253,106.84455108642578,6273,0.0,0.0,120.34615765253693,104.3289979871115,34.78098089638816,0,hold,0,0,,0,,,
2000-02-15 00:00:00+00:00,101.67464853975171,103.39792328038796,100.8130111694336,100.8130111694336,24996,0.0,0.0,120.56977358735485,102.42516430937367,25.198764889777976,0,hold,0,0,,0,,,
2000-02-16 00:00:00+00:00,93.05817800340084,93.05817800340084,91.3348388671875,91.3348388671875,69,0.0,0.0,122.54020776120555,97.91285696657766,17.61634929742408,0,hold,0,0,,0,,,
2000-02-17 00:00:00+00:00,91.3348388671875,91.3348388671875,91.3348388671875,91.3348388671875,1394,0.0,0.0,122.83007069139705,94.77955150098575,15.598000208713017,0,hold,0,0,,0,,,
2000-02-18 00:00:00+00:00,93.05817377300758,93.05817377300758,92.19647216796876,92.19647216796876,906,0.0,0.0,122.9200845585339,92.27691785235477,18.85950195153491,0,hold,0,0,,0,,,
2000-02-21 00:00:00+00:00,92.19647990063828,92.19647990063828,88.74993896484375,88.74993896484375,4618,0.0,0.0,123.31543788674743,89.29661655661194,16.744054880380375,0,hold,0,0,,0,,,
2000-02-22 00:00:00+00:00,89.6115843712033,90.47321280748012,77.54848383144444,79.27175903320312,29327,0.0,0.0,124.49583822243889,84.41112512594978,11.179668378390474,0,hold,0,0,,0,,,
2000-02-23 00:00:00+00:00,79.2717524196565,79.2717524196565,72.8094113822903,74.10186767578125,361155,0.0,0.0,126.10963177997453,78.91990618389266,9.828904051804315,0,hold,0,0,,0,,,
2000-02-24 00:00:00+00:00,74.53269013153904,75.82514190673828,74.10187134570559,75.82514190673828,155040,0.0,0.0,126.3669644712079,74.91439386619444,13.976052650237449,0,hold,0,0,,0,,,
2000-02-25 00:00:00+00:00,75.82513050699878,77.54846954345703,74.31723748947545,77.54846954345703,123728,0.0,0.0,125.81998536576135,71.9286077738871,18.31997963085145,0,hold,0,0,,0,,,
2000-02-28 00:00:00+00:00,74.96350433507138,75.82514190673828,74.10187134570559,75.82514190673828,42977,0.0,0.0,124.93921308166004,69.10428209656261,17.383298547213556,0,hold,0,0,,0,,,
2000-02-29 00:00:00+00:00,74.96350062247433,74.96350062247433,74.10186767578125,74.10186767578125,90894,0.0,0.0,123.39147583705184,66.60226424473527,15.474131776674156,0,hold,0,0,,0,,,
2000-03-01 00:00:00+00:00,74.96350860595703,74.96350860595703,74.10187556750154,74.96350860595703,11499,0.0,0.0,121.99256893522174,64.46840671175092,18.3889027345397,0,hold,0,0,,0,,,
