Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 01:00,2022-11-25 23:00,EURUSD.a,M5,476,-0.1211100000000004,152,31.932773109243694,324,68.0672268907563,0,0.0
2022-01-03 08:00,2022-11-29 23:00,GBPUSD,M5,480,-0.045440000000002145,164,34.166666666666664,316,65.83333333333333,0,0.0
