Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
short,1988-09-07 00:00:00+01:00,53.61352539062501,1988-09-12 00:00:00+01:00,54.87051773071288,-1.4739604263305521
short,1988-10-07 00:00:00+01:00,60.335723876953125,1988-10-21 00:00:00+01:00,61.75666809082031,-1.6651289978027344
short,1989-01-20 00:00:00+00:00,60.71828842163086,1989-01-27 00:00:00+00:00,63.94274520874024,-3.4737788543701247
short,1989-04-04 00:00:00+01:00,73.124267578125,1989-04-12 00:00:00+01:00,74.98242950439453,-2.1543753204345695
short,1989-05-23 00:00:00+01:00,76.23941040039062,1989-06-26 00:00:00+01:00,77.76966857910156,-1.8382763366699209
short,1989-06-28 00:00:00+01:00,75.74757385253906,1989-07-19 00:00:00+01:00,77.93360900878906,-2.493397521972657
short,1989-07-20 00:00:00+01:00,77.16853332519531,1989-07-28 00:00:00+01:00,78.91741180419922,-2.061050369262695
short,1989-09-05 00:00:00+01:00,87.33379364013672,1989-09-20 00:00:00+01:00,82.9616470336914,4.0315557250976575
short,1989-12-04 00:00:00+00:00,84.16397857666016,1989-12-06 00:00:00+00:00,86.13145446777344,-2.3080667572021483
short,1990-01-05 00:00:00+00:00,87.5523681640625,1990-01-18 00:00:00+00:00,81.2127914428711,6.002046401977539
short,1990-05-15 00:00:00+01:00,85.58486938476562,1990-05-17 00:00:00+01:00,87.66166687011719,-2.4232905578613284
short,1990-06-15 00:00:00+01:00,89.51982116699219,1990-07-11 00:00:00+01:00,93.12691497802734,-3.9723872833251956
short,1990-07-13 00:00:00+01:00,95.09434509277344,1990-07-24 00:00:00+01:00,90.1756820678711,4.548122970581055
short,1991-02-01 00:00:00+00:00,97.93624114990234,1991-02-07 00:00:00+00:00,100.45023345947266,-2.9107652587890627
short,1991-03-01 00:00:00+00:00,107.88293457031251,1991-03-05 00:00:00+00:00,112.80157470703124,-5.36000915527341
short,1991-05-21 00:00:00+01:00,123.62272644042967,1991-05-24 00:00:00+01:00,127.12036895751956,-3.9991287078857845
short,1991-05-27 00:00:00+01:00,131.60183715820312,1991-06-05 00:00:00+01:00,137.83212280273438,-6.769153564453127
short,1991-07-17 00:00:00+01:00,138.05081176757812,1991-08-01 00:00:00+01:00,142.58688354492188,-5.097347167968749
short,1991-08-02 00:00:00+01:00,139.58103942871094,1991-08-08 00:00:00+01:00,142.42291259765625,-3.4058810729980493
short,1991-09-23 00:00:00+01:00,148.87185668945312,1991-10-02 00:00:00+01:00,152.47882080078125,-4.209665466308593
short,1991-10-09 00:00:00+01:00,151.38580322265625,1991-10-18 00:00:00+01:00,157.50686645507812,-6.738848571777346
short,1993-05-18 00:00:00+01:00,141.75491333007812,1993-06-02 00:00:00+01:00,133.7812042236328,7.422636871337893
short,1993-12-06 00:00:00+00:00,155.7815704345703,1993-12-09 00:00:00+00:00,158.97476196289062,-3.8227041931152357
short,1993-12-24 00:00:00+00:00,164.67686462402344,1994-01-06 00:00:00+00:00,154.86920166015625,9.16857083129883
short,1994-07-20 00:00:00+01:00,136.33457946777344,1994-08-03 00:00:00+01:00,139.81263732910156,-4.030352294921876
short,1994-11-16 00:00:00+00:00,148.26544189453125,1994-12-08 00:00:00+00:00,151.640625,-3.974995239257815
