<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.03.03	19:00:00	1.28259	1.28439	1.27997	1.28100	3835	0	0
2020.03.03	20:00:00	1.28102	1.28172	1.27962	1.28020	3311	0	1
2020.03.03	21:00:00	1.28020	1.28130	1.27967	1.28108	4981	0	1
2020.03.03	22:00:00	1.28108	1.28148	1.28040	1.28089	3463	0	3
2020.03.03	23:00:00	1.28086	1.28166	1.28068	1.28107	1005	0	1
2020.03.04	00:00:00	1.28103	1.28131	1.28023	1.28075	426	0	27
2020.03.04	01:00:00	1.28070	1.28301	1.28058	1.28196	1392	0	1
2020.03.04	02:00:00	1.28196	1.28279	1.28177	1.28261	1884	0	0
2020.03.04	03:00:00	1.28260	1.28301	1.28175	1.28190	1473	0	0
2020.03.04	04:00:00	1.28190	1.28258	1.28168	1.28220	1223	0	1
2020.03.04	05:00:00	1.28221	1.28232	1.28088	1.28129	1347	0	1
2020.03.04	06:00:00	1.28129	1.28131	1.28069	1.28131	882	0	3
2020.03.04	07:00:00	1.28131	1.28190	1.28114	1.28122	1072	0	1
2020.03.04	08:00:00	1.28123	1.28163	1.28061	1.28108	1376	0	1
2020.03.04	09:00:00	1.28108	1.28131	1.27828	1.27920	3247	0	0
2020.03.04	10:00:00	1.27919	1.27962	1.27801	1.27903	4111	0	0
2020.03.04	11:00:00	1.27904	1.27941	1.27775	1.27832	3607	0	0
2020.03.04	12:00:00	1.27832	1.28008	1.27713	1.27782	4081	0	0
2020.03.04	13:00:00	1.27782	1.28140	1.27697	1.27938	3979	0	0
2020.03.04	14:00:00	1.27938	1.28277	1.27922	1.27989	3709	0	2
2020.03.04	15:00:00	1.27990	1.28317	1.27968	1.28289	3256	0	1
2020.03.04	16:00:00	1.28288	1.28307	1.28017	1.28248	4369	0	0
2020.03.04	17:00:00	1.28248	1.28248	1.28028	1.28190	5404	0	0
2020.03.04	18:00:00	1.28195	1.28461	1.27995	1.28351	4637	0	0
2020.03.04	19:00:00	1.28351	1.28581	1.28350	1.28418	2328	0	0
2020.03.04	20:00:00	1.28418	1.28693	1.28418	1.28649	1995	0	0
2020.03.04	21:00:00	1.28649	1.28719	1.28609	1.28670	1710	0	0
2020.03.04	22:00:00	1.28670	1.28691	1.28649	1.28671	1085	0	0
2020.03.04	23:00:00	1.28672	1.28723	1.28626	1.28703	797	0	2
2020.03.05	00:00:00	1.28700	1.28706	1.28608	1.28609	607	0	8
2020.03.05	01:00:00	1.28611	1.28727	1.28604	1.28708	826	0	4
2020.03.05	02:00:00	1.28710	1.28748	1.28665	1.28680	1225	0	1
2020.03.05	03:00:00	1.28680	1.28690	1.28606	1.28647	1311	0	1
2020.03.05	04:00:00	1.28647	1.28699	1.28635	1.28697	911	0	1
2020.03.05	05:00:00	1.28697	1.28727	1.28687	1.28698	829	0	1
2020.03.05	06:00:00	1.28697	1.28739	1.28679	1.28730	685	0	1
2020.03.05	07:00:00	1.28730	1.28791	1.28714	1.28765	953	0	1
2020.03.05	08:00:00	1.28765	1.28890	1.28728	1.28770	1123	0	1
2020.03.05	09:00:00	1.28770	1.28847	1.28668	1.28739	2935	0	0
2020.03.05	10:00:00	1.28739	1.29026	1.28686	1.28923	3800	0	0
2020.03.05	11:00:00	1.28921	1.29226	1.28920	1.29191	3743	0	0
2020.03.05	12:00:00	1.29191	1.29307	1.29097	1.29157	3580	0	0
2020.03.05	13:00:00	1.29157	1.29227	1.29015	1.29219	3826	0	0
2020.03.05	14:00:00	1.29218	1.29361	1.28996	1.29133	4098	0	0
2020.03.05	15:00:00	1.29133	1.29241	1.29051	1.29189	4114	0	0
2020.03.05	16:00:00	1.29189	1.29248	1.29129	1.29166	4228	0	0
2020.03.05	17:00:00	1.29166	1.29337	1.29048	1.29267	4667	0	0
2020.03.05	18:00:00	1.29269	1.29468	1.29176	1.29378	3897	0	0
2020.03.05	19:00:00	1.29379	1.29457	1.29302	1.29389	2766	0	1
2020.03.05	20:00:00	1.29389	1.29413	1.29308	1.29349	2363	0	0
2020.03.05	21:00:00	1.29348	1.29492	1.29347	1.29441	1985	0	1
2020.03.05	22:00:00	1.29441	1.29681	1.29397	1.29608	2471	0	0
2020.03.05	23:00:00	1.29607	1.29654	1.29455	1.29516	1406	0	1
2020.03.06	00:00:00	1.29527	1.29532	1.29371	1.29489	285	0	68
2020.03.06	01:00:00	1.29489	1.29552	1.29488	1.29491	912	0	4
2020.03.06	02:00:00	1.29491	1.29583	1.29489	1.29545	1896	0	1
2020.03.06	03:00:00	1.29545	1.29643	1.29511	1.29632	1816	0	3
2020.03.06	04:00:00	1.29633	1.29654	1.29522	1.29530	1634	0	1
2020.03.06	05:00:00	1.29530	1.29612	1.29527	1.29592	1300	0	1
2020.03.06	06:00:00	1.29587	1.29633	1.29528	1.29551	1247	0	0
2020.03.06	07:00:00	1.29551	1.29574	1.29509	1.29527	998	0	3
2020.03.06	08:00:00	1.29526	1.29655	1.29490	1.29631	1955	0	0
2020.03.06	09:00:00	1.29624	1.29770	1.29583	1.29757	4003	0	0
2020.03.06	10:00:00	1.29756	1.29817	1.29613	1.29703	5487	0	0
2020.03.06	11:00:00	1.29703	1.29978	1.29669	1.29882	5011	0	1
2020.03.06	12:00:00	1.29882	1.30146	1.29852	1.29948	5620	0	0
2020.03.06	13:00:00	1.29948	1.30261	1.29929	1.30104	4928	0	0
2020.03.06	14:00:00	1.30104	1.30171	1.29889	1.29926	4007	0	1
2020.03.06	15:00:00	1.29921	1.30128	1.29869	1.29960	5340	0	1
2020.03.06	16:00:00	1.29953	1.30313	1.29927	1.30291	6233	0	0
2020.03.06	17:00:00	1.30290	1.30491	1.30231	1.30289	7707	0	0
2020.03.06	18:00:00	1.30289	1.30444	1.30039	1.30086	5142	0	0
2020.03.06	19:00:00	1.30086	1.30186	1.29906	1.30030	4167	0	2
2020.03.06	20:00:00	1.30030	1.30061	1.29936	1.30007	3764	0	0
2020.03.06	21:00:00	1.30007	1.30201	1.29990	1.30138	3360	0	0
2020.03.06	22:00:00	1.30133	1.30334	1.30110	1.30323	3929	0	0
2020.03.06	23:00:00	1.30324	1.30519	1.30324	1.30445	1589	0	1
2020.03.09	00:00:00	1.30754	1.31051	1.30753	1.30890	2613	0	0
2020.03.09	01:00:00	1.30885	1.31054	1.30778	1.30960	3003	0	0
2020.03.09	02:00:00	1.30960	1.30984	1.30660	1.30725	2640	0	1
2020.03.09	03:00:00	1.30728	1.31242	1.30638	1.30793	4527	0	1
2020.03.09	04:00:00	1.30793	1.31122	1.30631	1.30675	3776	0	0
2020.03.09	05:00:00	1.30675	1.30871	1.30612	1.30783	2940	0	0
2020.03.09	06:00:00	1.30782	1.30795	1.30605	1.30701	2220	0	4
2020.03.09	07:00:00	1.30698	1.30775	1.30474	1.30522	2198	0	0
2020.03.09	08:00:00	1.30522	1.30979	1.30342	1.30936	3701	0	0
2020.03.09	09:00:00	1.30942	1.31997	1.30922	1.31891	11653	0	3
2020.03.09	10:00:00	1.31893	1.31900	1.31357	1.31424	14698	0	12
2020.03.09	11:00:00	1.31424	1.31505	1.31160	1.31321	10843	0	12
2020.03.09	12:00:00	1.31321	1.31428	1.30714	1.30873	9849	0	12
2020.03.09	13:00:00	1.30878	1.31058	1.30615	1.30952	10773	0	12
2020.03.09	14:00:00	1.30956	1.31204	1.30839	1.30999	12105	0	12
2020.03.09	15:00:00	1.30999	1.31289	1.30838	1.30992	17672	0	12
2020.03.09	16:00:00	1.30992	1.31352	1.30905	1.31350	16772	0	12
2020.03.09	17:00:00	1.31348	1.31492	1.30978	1.30982	12864	0	12
2020.03.09	18:00:00	1.30983	1.31422	1.30901	1.31383	13775	0	12
2020.03.09	19:00:00	1.31383	1.31417	1.31196	1.31203	9373	0	12
2020.03.09	20:00:00	1.31202	1.31313	1.31081	1.31107	9217	0	12
2020.03.09	21:00:00	1.31107	1.31136	1.30943	1.31038	7725	0	12
2020.03.09	22:00:00	1.31036	1.31187	1.30980	1.31131	2439	0	12
2020.03.09	23:00:00	1.30872	1.31248	1.30752	1.30845	1416	0	17
2020.03.10	00:00:00	1.30845	1.31151	1.30834	1.30947	1351	0	17
2020.03.10	01:00:00	1.30947	1.30968	1.30705	1.30722	3237	0	12
2020.03.10	02:00:00	1.30722	1.30882	1.30497	1.30509	4344	0	14
2020.03.10	03:00:00	1.30509	1.30809	1.30398	1.30752	3935	0	12
2020.03.10	04:00:00	1.30754	1.30838	1.30646	1.30706	3514	0	14
2020.03.10	05:00:00	1.30706	1.30730	1.30508	1.30595	3914	0	12
2020.03.10	06:00:00	1.30595	1.30720	1.30583	1.30628	3988	0	13
2020.03.10	07:00:00	1.30629	1.30638	1.30213	1.30252	4938	0	12
2020.03.10	08:00:00	1.30252	1.30500	1.30160	1.30197	5925	0	12
2020.03.10	09:00:00	1.30197	1.30690	1.30168	1.30654	10585	0	12
2020.03.10	10:00:00	1.30654	1.30795	1.30516	1.30583	11808	0	12
2020.03.10	11:00:00	1.30583	1.30701	1.30480	1.30594	9393	0	12
2020.03.10	12:00:00	1.30595	1.30595	1.30343	1.30484	9285	0	12
2020.03.10	13:00:00	1.30484	1.30573	1.30202	1.30367	8085	0	12
2020.03.10	14:00:00	1.30369	1.30446	1.30176	1.30233	12007	0	12
2020.03.10	15:00:00	1.30233	1.30384	1.30165	1.30261	12363	0	12
2020.03.10	16:00:00	1.30262	1.30314	1.29895	1.30067	9877	0	12
2020.03.10	17:00:00	1.30067	1.30071	1.29311	1.29325	13489	0	12
2020.03.10	18:00:00	1.29323	1.29474	1.29078	1.29104	13668	0	12
2020.03.10	19:00:00	1.29104	1.29394	1.28994	1.29252	8955	0	12
2020.03.10	20:00:00	1.29252	1.29282	1.28938	1.29133	7111	0	12
2020.03.10	21:00:00	1.29132	1.29243	1.28911	1.29036	7724	0	12
2020.03.10	22:00:00	1.29036	1.29093	1.28805	1.29054	2763	0	12
2020.03.10	23:00:00	1.29117	1.29117	1.28580	1.28803	989	0	12
2020.03.11	00:00:00	1.28803	1.29042	1.28803	1.29037	792	0	13
2020.03.11	01:00:00	1.29036	1.29107	1.28996	1.29040	1373	0	12
2020.03.11	02:00:00	1.29040	1.29095	1.28972	1.29005	2846	0	13
2020.03.11	03:00:00	1.29005	1.29135	1.28985	1.29055	2051	0	13
2020.03.11	04:00:00	1.29055	1.29116	1.29038	1.29101	2313	0	14
2020.03.11	05:00:00	1.29101	1.29235	1.29064	1.29173	2191	0	12
2020.03.11	06:00:00	1.29173	1.29266	1.29131	1.29252	2369	0	12
2020.03.11	07:00:00	1.29252	1.29344	1.29214	1.29307	2796	0	12
2020.03.11	08:00:00	1.29307	1.29366	1.29257	1.29364	4436	0	12
2020.03.11	09:00:00	1.29362	1.29366	1.28275	1.28986	9674	0	12
2020.03.11	10:00:00	1.28986	1.29539	1.28964	1.29305	8263	0	12
2020.03.11	11:00:00	1.29305	1.29761	1.29206	1.29596	6819	0	2
2020.03.11	12:00:00	1.29595	1.29624	1.29229	1.29269	3887	0	1
2020.03.11	13:00:00	1.29265	1.29321	1.29111	1.29173	4335	0	1
2020.03.11	14:00:00	1.29173	1.29596	1.29048	1.29397	7211	0	1
2020.03.11	15:00:00	1.29398	1.29559	1.29115	1.29412	7410	0	1
2020.03.11	16:00:00	1.29413	1.29641	1.29240	1.29339	7818	0	1
2020.03.11	17:00:00	1.29339	1.29361	1.28833	1.28859	8007	0	1
2020.03.11	18:00:00	1.28859	1.28872	1.28501	1.28558	7687	0	1
2020.03.11	19:00:00	1.28562	1.28697	1.28459	1.28494	7663	0	1
2020.03.11	20:00:00	1.28494	1.28500	1.28293	1.28391	6316	0	1
2020.03.11	21:00:00	1.28391	1.28443	1.28045	1.28050	6732	0	1
2020.03.11	22:00:00	1.28063	1.28276	1.28048	1.28117	1728	0	1
2020.03.11	23:00:00	1.28158	1.28218	1.28024	1.28173	772	0	18
2020.03.12	00:00:00	1.28191	1.28229	1.28122	1.28133	1130	0	6
2020.03.12	01:00:00	1.28133	1.28203	1.28106	1.28170	1224	0	4
2020.03.12	02:00:00	1.28170	1.28277	1.28149	1.28196	1716	0	1
2020.03.12	03:00:00	1.28196	1.28487	1.28153	1.28356	4505	0	1
2020.03.12	04:00:00	1.28356	1.28435	1.28208	1.28250	3263	0	2
2020.03.12	05:00:00	1.28250	1.28306	1.28178	1.28236	1671	0	1
2020.03.12	06:00:00	1.28236	1.28262	1.28110	1.28138	1577	0	1
2020.03.12	07:00:00	1.28138	1.28222	1.28099	1.28201	1256	0	1
2020.03.12	08:00:00	1.28201	1.28203	1.27805	1.27970	2268	0	1
2020.03.12	09:00:00	1.27967	1.28209	1.27907	1.28161	4775	0	1
2020.03.12	10:00:00	1.28158	1.28283	1.27660	1.27725	5526	0	1
2020.03.12	11:00:00	1.27733	1.27785	1.27411	1.27482	4460	0	1
2020.03.12	12:00:00	1.27482	1.27568	1.27346	1.27507	4393	0	1
2020.03.12	13:00:00	1.27507	1.27629	1.27188	1.27311	5646	0	1
2020.03.12	14:00:00	1.27308	1.27475	1.26517	1.26585	10282	0	1
2020.03.12	15:00:00	1.26587	1.26927	1.25942	1.26232	9434	0	1
2020.03.12	16:00:00	1.26234	1.26350	1.25827	1.26249	10429	0	1
2020.03.12	17:00:00	1.26249	1.26262	1.25384	1.25395	12220	0	1
2020.03.12	18:00:00	1.25395	1.25996	1.24902	1.25962	12378	0	1
2020.03.12	19:00:00	1.25960	1.26286	1.25826	1.26205	10860	0	1
2020.03.12	20:00:00	1.26207	1.26408	1.25789	1.25813	6821	0	1
2020.03.12	21:00:00	1.25813	1.26163	1.25761	1.25976	6578	0	1
2020.03.12	22:00:00	1.25976	1.26119	1.25475	1.25588	3397	0	1
2020.03.12	23:00:00	1.25653	1.25914	1.25543	1.25731	1054	0	18
2020.03.13	00:00:00	1.25735	1.25820	1.25533	1.25727	5518	0	26
2020.03.13	01:00:00	1.25728	1.25777	1.25637	1.25706	4912	0	5
2020.03.13	02:00:00	1.25703	1.25731	1.25075	1.25171	4939	0	1
2020.03.13	03:00:00	1.25172	1.25487	1.25156	1.25422	3261	0	2
2020.03.13	04:00:00	1.25423	1.25562	1.25368	1.25498	3275	0	4
2020.03.13	05:00:00	1.25504	1.25566	1.25246	1.25531	2928	0	1
2020.03.13	06:00:00	1.25531	1.25600	1.25363	1.25543	3310	0	1
2020.03.13	07:00:00	1.25544	1.25703	1.25395	1.25544	4452	0	2
2020.03.13	08:00:00	1.25544	1.25760	1.25457	1.25553	4621	0	7
2020.03.13	09:00:00	1.25553	1.25979	1.25533	1.25764	9061	0	2
2020.03.13	10:00:00	1.25765	1.26239	1.25711	1.25923	6747	0	1
2020.03.13	11:00:00	1.25923	1.26159	1.25889	1.25904	5051	0	4
2020.03.13	12:00:00	1.25904	1.26240	1.25718	1.25755	4598	0	0
2020.03.13	13:00:00	1.25757	1.25873	1.25036	1.25185	5992	0	0
2020.03.13	14:00:00	1.25176	1.25274	1.24571	1.24671	11092	0	0
2020.03.13	15:00:00	1.24668	1.25107	1.24539	1.25078	10290	0	0
2020.03.13	16:00:00	1.25078	1.25206	1.24892	1.25152	11277	0	0
2020.03.13	17:00:00	1.25155	1.25181	1.23991	1.24058	11606	0	0
2020.03.13	18:00:00	1.24062	1.24090	1.23402	1.23578	11404	0	0
2020.03.13	19:00:00	1.23579	1.23714	1.23331	1.23478	10235	0	0
2020.03.13	20:00:00	1.23478	1.23487	1.22757	1.23058	9119	0	0
2020.03.13	21:00:00	1.23047	1.23613	1.22993	1.23572	5661	0	1
2020.03.13	22:00:00	1.23572	1.23590	1.22658	1.22903	3284	0	0
2020.03.16	00:00:00	1.24107	1.24200	1.23130	1.24014	9907	0	0
2020.03.16	01:00:00	1.24018	1.24191	1.23889	1.23965	8421	0	10
2020.03.16	02:00:00	1.23975	1.23983	1.23159	1.23330	9111	0	0
2020.03.16	03:00:00	1.23330	1.23379	1.22844	1.23084	7810	0	0
2020.03.16	04:00:00	1.23079	1.23308	1.22925	1.23190	3819	0	6
2020.03.16	05:00:00	1.23189	1.23579	1.23123	1.23429	3412	0	0
2020.03.16	06:00:00	1.23429	1.23491	1.23274	1.23370	1278	0	12
2020.03.16	07:00:00	1.23370	1.23482	1.23295	1.23419	2828	0	3
2020.03.16	08:00:00	1.23413	1.23719	1.23292	1.23315	5273	0	1
2020.03.16	09:00:00	1.23319	1.23709	1.22786	1.22997	10078	0	0
2020.03.16	10:00:00	1.23001	1.23732	1.22998	1.23610	8238	0	0
2020.03.16	11:00:00	1.23610	1.23618	1.22583	1.22733	6819	0	0
2020.03.16	12:00:00	1.22733	1.23348	1.22647	1.22944	6783	0	0
2020.03.16	13:00:00	1.22944	1.23328	1.22703	1.23309	7511	0	0
2020.03.16	14:00:00	1.23309	1.23406	1.22643	1.22733	10119	0	0
2020.03.16	15:00:00	1.22734	1.23114	1.22291	1.22669	11158	0	0
2020.03.16	16:00:00	1.22666	1.22933	1.22153	1.22802	11832	0	0
2020.03.16	17:00:00	1.22802	1.23297	1.22686	1.22767	7721	0	0
2020.03.16	18:00:00	1.22767	1.23015	1.22336	1.22430	9266	0	0
2020.03.16	19:00:00	1.22430	1.22579	1.22018	1.22340	8830	0	0
2020.03.16	20:00:00	1.22336	1.22377	1.22058	1.22341	6657	0	0
2020.03.16	21:00:00	1.22346	1.22726	1.22310	1.22586	9266	0	0
2020.03.16	22:00:00	1.22588	1.22734	1.22316	1.22674	3281	0	0
2020.03.16	23:00:00	1.22674	1.22695	1.22253	1.22677	830	0	29
2020.03.17	00:00:00	1.22662	1.22720	1.22600	1.22658	2348	0	14
2020.03.17	01:00:00	1.22659	1.22724	1.22640	1.22649	9139	0	9
2020.03.17	02:00:00	1.22652	1.22685	1.22346	1.22388	8977	0	0
2020.03.17	03:00:00	1.22388	1.22514	1.22313	1.22414	7286	0	6
2020.03.17	04:00:00	1.22418	1.22624	1.22396	1.22439	8420	0	7
2020.03.17	05:00:00	1.22436	1.22647	1.22389	1.22635	7030	0	0
2020.03.17	06:00:00	1.22635	1.22661	1.22457	1.22536	4911	0	4
2020.03.17	07:00:00	1.22535	1.22579	1.22370	1.22396	2806	0	5
2020.03.17	08:00:00	1.22396	1.22421	1.22174	1.22248	5951	0	0
2020.03.17	09:00:00	1.22248	1.22372	1.21912	1.21942	10730	0	0
2020.03.17	10:00:00	1.21942	1.22410	1.21942	1.22066	10364	0	0
2020.03.17	11:00:00	1.22063	1.22170	1.21557	1.21695	8807	0	0
2020.03.17	12:00:00	1.21695	1.21742	1.20997	1.20998	7582	0	0
2020.03.17	13:00:00	1.20998	1.21352	1.20845	1.21105	6284	0	0
2020.03.17	14:00:00	1.21104	1.21132	1.20857	1.20917	10575	0	0
2020.03.17	15:00:00	1.20917	1.21061	1.20481	1.20483	9278	0	0
2020.03.17	16:00:00	1.20483	1.20986	1.20288	1.20458	12985	0	0
2020.03.17	17:00:00	1.20458	1.20733	1.20050	1.20158	11883	0	0
2020.03.17	18:00:00	1.20156	1.20574	1.20018	1.20461	8819	0	0
2020.03.17	19:00:00	1.20460	1.20969	1.20410	1.20879	8536	0	0
2020.03.17	20:00:00	1.20880	1.21141	1.20725	1.20918	5129	0	0
2020.03.17	21:00:00	1.20918	1.20969	1.20494	1.20832	6527	0	0
2020.03.17	22:00:00	1.20839	1.20929	1.20426	1.20499	2897	0	0
2020.03.17	23:00:00	1.20495	1.20660	1.20425	1.20548	771	0	19
2020.03.18	00:00:00	1.20551	1.20891	1.20541	1.20748	3616	0	4
2020.03.18	01:00:00	1.20748	1.21209	1.20748	1.21160	4708	0	0
2020.03.18	02:00:00	1.21160	1.21174	1.20980	1.21107	4937	0	0
2020.03.18	03:00:00	1.21107	1.21286	1.21019	1.21270	3498	0	1
2020.03.18	04:00:00	1.21270	1.21296	1.21211	1.21211	2615	0	0
2020.03.18	05:00:00	1.21211	1.21276	1.21142	1.21144	3519	0	0
2020.03.18	06:00:00	1.21144	1.21195	1.21095	1.21124	3849	0	0
2020.03.18	07:00:00	1.21123	1.21135	1.21000	1.21001	3070	0	0
2020.03.18	08:00:00	1.21001	1.21050	1.20817	1.20941	4632	0	2
2020.03.18	09:00:00	1.20939	1.20975	1.20198	1.20279	9410	0	0
2020.03.18	10:00:00	1.20276	1.20681	1.20080	1.20175	9395	0	0
2020.03.18	11:00:00	1.20175	1.20439	1.19856	1.20188	10600	0	0
2020.03.18	12:00:00	1.20188	1.20405	1.19863	1.19913	9703	0	0
2020.03.18	13:00:00	1.19913	1.19972	1.18710	1.19179	9401	0	0
2020.03.18	14:00:00	1.19179	1.19179	1.18270	1.18434	9767	0	0
2020.03.18	15:00:00	1.18434	1.18767	1.17567	1.17904	10982	0	0
2020.03.18	16:00:00	1.17904	1.18505	1.17784	1.17859	10155	0	0
2020.03.18	17:00:00	1.17859	1.17993	1.17439	1.17622	10338	0	0
2020.03.18	18:00:00	1.17622	1.17686	1.14515	1.15451	12215	0	0
2020.03.18	19:00:00	1.15451	1.16534	1.14878	1.16372	12898	0	0
2020.03.18	20:00:00	1.16372	1.16617	1.15118	1.15870	11647	0	0
2020.03.18	21:00:00	1.15861	1.16069	1.15583	1.15741	8324	0	0
2020.03.18	22:00:00	1.15747	1.16515	1.15716	1.16141	4132	0	0
2020.03.18	23:00:00	1.16141	1.16141	1.14855	1.15803	1183	0	22
2020.03.19	00:00:00	1.15777	1.16412	1.15732	1.16391	3839	0	1
2020.03.19	01:00:00	1.16392	1.16615	1.16013	1.16083	7129	0	0
2020.03.19	02:00:00	1.16083	1.16226	1.15621	1.15652	5997	0	0
2020.03.19	03:00:00	1.15652	1.15760	1.14764	1.14911	6160	0	0
2020.03.19	04:00:00	1.14910	1.15365	1.14835	1.14854	5518	0	2
2020.03.19	05:00:00	1.14854	1.15086	1.14722	1.15025	5591	0	0
2020.03.19	06:00:00	1.15025	1.15087	1.14841	1.14975	4596	0	1
2020.03.19	07:00:00	1.14974	1.15144	1.14899	1.14988	4377	0	0
2020.03.19	08:00:00	1.14989	1.16099	1.14988	1.15883	7818	0	0
2020.03.19	09:00:00	1.15883	1.15883	1.14746	1.14852	10922	0	0
2020.03.19	10:00:00	1.14857	1.15687	1.14746	1.15381	9675	0	0
2020.03.19	11:00:00	1.15381	1.15876	1.15226	1.15282	8139	0	0
2020.03.19	12:00:00	1.15284	1.15416	1.14875	1.15136	7870	0	0
2020.03.19	13:00:00	1.15136	1.15678	1.15128	1.15403	12879	0	0
2020.03.19	14:00:00	1.15400	1.16791	1.15302	1.16232	13216	0	0
2020.03.19	15:00:00	1.16232	1.16482	1.15847	1.16180	12456	0	0
2020.03.19	16:00:00	1.16169	1.17179	1.16123	1.17125	9227	0	0
2020.03.19	17:00:00	1.17125	1.17927	1.16550	1.16613	11286	0	0
2020.03.19	18:00:00	1.16607	1.16944	1.16218	1.16231	11264	0	0
2020.03.19	19:00:00	1.16229	1.16739	1.15177	1.15540	11259	0	0
2020.03.19	20:00:00	1.15540	1.15868	1.14930	1.15306	8043	0	0
2020.03.19	21:00:00	1.15305	1.15545	1.15059	1.15374	6904	0	0
2020.03.19	22:00:00	1.15374	1.15440	1.14752	1.14837	3203	0	0
2020.03.19	23:00:00	1.14837	1.14963	1.14190	1.14653	769	0	0
2020.03.20	00:00:00	1.14652	1.14657	1.14098	1.14339	7199	0	0
2020.03.20	01:00:00	1.14356	1.15071	1.14337	1.14899	5523	0	0
2020.03.20	02:00:00	1.14899	1.15485	1.14759	1.15293	2474	0	3
2020.03.20	03:00:00	1.15293	1.16542	1.15293	1.16227	4205	0	0
2020.03.20	04:00:00	1.16227	1.16590	1.16057	1.16280	3601	0	0
2020.03.20	05:00:00	1.16280	1.16410	1.15984	1.16246	3422	0	0
2020.03.20	06:00:00	1.16246	1.16650	1.16014	1.16642	4344	0	1
2020.03.20	07:00:00	1.16642	1.16741	1.16439	1.16582	2557	0	0
2020.03.20	08:00:00	1.16580	1.17738	1.16405	1.17107	6445	0	0
2020.03.20	09:00:00	1.17107	1.18654	1.16753	1.18124	11399	0	0
2020.03.20	10:00:00	1.18122	1.18778	1.17973	1.18674	10523	0	0
2020.03.20	11:00:00	1.18675	1.18744	1.17338	1.17570	8614	0	0
2020.03.20	12:00:00	1.17570	1.18001	1.17397	1.17920	6618	0	0
2020.03.20	13:00:00	1.17919	1.17947	1.17131	1.17480	7713	0	0
2020.03.20	14:00:00	1.17480	1.18123	1.17421	1.17785	9232	0	0
2020.03.20	15:00:00	1.17785	1.18036	1.17477	1.17633	10866	0	0
2020.03.20	16:00:00	1.17633	1.19333	1.17633	1.18744	14193	0	0
2020.03.20	17:00:00	1.18749	1.18926	1.17178	1.17416	12289	0	0
2020.03.20	18:00:00	1.17406	1.17542	1.17014	1.17130	9862	0	0
2020.03.20	19:00:00	1.17130	1.17446	1.16141	1.16255	9031	0	0
2020.03.20	20:00:00	1.16255	1.16337	1.15571	1.15696	7571	0	0
2020.03.20	21:00:00	1.15696	1.16019	1.15544	1.15848	7592	0	0
2020.03.20	22:00:00	1.15848	1.16541	1.15570	1.15990	3630	0	0
2020.03.23	00:00:00	1.16745	1.16751	1.15424	1.15447	3626	0	2
2020.03.23	01:00:00	1.15447	1.16545	1.15316	1.16156	9535	0	0
2020.03.23	02:00:00	1.16156	1.16506	1.15776	1.15985	7679	0	0
2020.03.23	03:00:00	1.15985	1.16327	1.15876	1.16185	4788	0	2
2020.03.23	04:00:00	1.16186	1.16537	1.16163	1.16498	2288	0	0
2020.03.23	05:00:00	1.16491	1.16564	1.16416	1.16467	2565	0	0
2020.03.23	06:00:00	1.16467	1.16638	1.16447	1.16525	2460	0	7
2020.03.23	07:00:00	1.16525	1.16957	1.16509	1.16876	2921	0	1
2020.03.23	08:00:00	1.16878	1.17135	1.16776	1.17084	3872	0	0
2020.03.23	09:00:00	1.17094	1.17094	1.16046	1.16461	11015	0	0
2020.03.23	10:00:00	1.16465	1.16666	1.16014	1.16271	11610	0	0
2020.03.23	11:00:00	1.16271	1.16274	1.15785	1.16008	7909	0	0
2020.03.23	12:00:00	1.16008	1.16018	1.15516	1.15701	8379	0	0
2020.03.23	13:00:00	1.15704	1.15745	1.15060	1.15156	7985	0	0
2020.03.23	14:00:00	1.15156	1.16606	1.15146	1.16317	12773	0	0
2020.03.23	15:00:00	1.16317	1.16747	1.15857	1.16656	11599	0	0
2020.03.23	16:00:00	1.16656	1.16711	1.16120	1.16142	8663	0	0
2020.03.23	17:00:00	1.16142	1.16208	1.14754	1.14895	9619	0	0
2020.03.23	18:00:00	1.14895	1.15141	1.14463	1.14761	10137	0	0
2020.03.23	19:00:00	1.14759	1.15729	1.14599	1.15562	11280	0	0
2020.03.23	20:00:00	1.15551	1.15556	1.15021	1.15204	9901	0	0
2020.03.23	21:00:00	1.15203	1.15418	1.14667	1.14716	7001	0	0
2020.03.23	22:00:00	1.14715	1.15513	1.14715	1.15372	3595	0	0
2020.03.23	23:00:00	1.15461	1.15461	1.14883	1.15283	488	0	41
2020.03.24	00:00:00	1.15283	1.15627	1.14749	1.15545	3073	0	0
2020.03.24	01:00:00	1.15575	1.15960	1.15387	1.15954	8660	0	0
2020.03.24	02:00:00	1.15954	1.15995	1.15795	1.15936	4504	0	0
2020.03.24	03:00:00	1.15936	1.16372	1.15931	1.16202	5887	0	0
2020.03.24	04:00:00	1.16202	1.16574	1.16169	1.16396	4033	0	0
2020.03.24	05:00:00	1.16395	1.16427	1.16109	1.16271	4508	0	0
2020.03.24	06:00:00	1.16272	1.16388	1.16171	1.16360	4436	0	0
2020.03.24	07:00:00	1.16360	1.16470	1.16030	1.16088	7247	0	0
2020.03.24	08:00:00	1.16092	1.16925	1.16089	1.16562	7162	0	0
