Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 01:00,2022-11-25 23:00,EURUSD.a,M5,1013,0.024570000000000092,364,35.932872655478775,649,64.06712734452123,0,0.0
