Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 01:00,2022-11-25 23:00,EURUSD.a,M5,1013,0.022970000000000365,363,35.834155972359326,650,64.16584402764067,0,0.0
