time,open,high,low,close,volume,dividends,stock splits,bb_bbh,bb_bbl,rsi,signal,action,position,Trade P/L,Brokerage Cost,Total profit,Executed price,Take Profit,Stop Loss
1988-07-29 00:00:00+01:00,72.55567932128906,72.55567932128906,72.55567932128906,72.55567932128906,0,0.0,0.0,72.90181419961765,70.09147422201322,61.30863989425745,0,hold,0,0,,0,,,
1988-08-01 00:00:00+01:00,72.93527221679688,72.93527221679688,72.93527221679688,72.93527221679688,0,0.0,0.0,73.10447485286524,70.09774224918554,64.95442442660475,0,hold,0,0,,0,,,
1988-08-02 00:00:00+01:00,72.55567932128906,72.55567932128906,72.55567932128906,72.55567932128906,0,0.0,0.0,73.21182722121716,70.14233537643909,59.44699136822118,0,hold,0,0,,0,,,
1988-08-03 00:00:00+01:00,72.74549865722656,72.74549865722656,72.74549865722656,72.74549865722656,0,0.0,0.0,73.32827981165659,70.12084585973014,59.605083332289574,0,hold,0,0,,0,,,
1988-08-04 00:00:00+01:00,72.93527221679688,72.93527221679688,72.93527221679688,72.93527221679688,0,0.0,0.0,73.42516916235306,70.27086431543015,66.020503407585,0,hold,0,0,,0,,,
1988-08-05 00:00:00+01:00,73.31529235839844,73.31529235839844,73.31529235839844,73.31529235839844,0,0.0,0.0,73.62957015312372,70.25640854560675,67.45963194422637,0,hold,0,0,,0,,,
1988-08-08 00:00:00+01:00,72.93527221679688,72.93527221679688,72.93527221679688,72.93527221679688,0,0.0,0.0,73.7234599087668,70.35242357511991,62.37293623792397,-1,short,-1,0,0.14359173583984375,0,71.79586791992188,68.20607452392578,73.23178527832032
1988-08-09 00:00:00+01:00,71.79586791992188,71.79586791992188,71.79586791992188,71.79586791992188,0,0.0,0.0,73.7224295904439,70.39145667054244,46.46404079265229,0,hold,-1,-0.0,,0,,,
1988-08-10 00:00:00+01:00,70.46619415283203,70.46619415283203,70.46619415283203,70.46619415283203,0,0.0,0.0,73.79515977745733,70.22376188391964,35.562264622741836,0,hold,-1,1.3296737670898438,,0,,,
1988-08-11 00:00:00+01:00,69.3265380859375,69.3265380859375,69.3265380859375,69.3265380859375,0,0.0,0.0,74.0296619802678,69.78032947481032,29.231636483882923,0,hold,-1,2.469329833984375,,0,,,
1988-08-12 00:00:00+01:00,70.08635711669922,70.08635711669922,70.08635711669922,70.08635711669922,0,0.0,0.0,74.09089044327438,69.64313818221392,37.985097949608374,0,hold,-1,1.7095108032226562,,0,,,
1988-08-15 00:00:00+01:00,67.42727661132812,67.42727661132812,67.42727661132812,67.42727661132812,0,0.0,0.0,74.6193977706211,68.79174038245506,26.5915668222475,0,close short,0,4.36859130859375,0.13485455322265624,4.09014501953125,67.42727661132812,,
1988-08-16 00:00:00+01:00,68.3769302368164,68.3769302368164,68.3769302368164,68.3769302368164,0,0.0,0.0,74.81910287982112,68.3831088816535,34.46057934015869,0,hold,0,0,,4.09014501953125,,,
1988-08-17 00:00:00+01:00,68.3769302368164,68.3769302368164,68.3769302368164,68.3769302368164,0,0.0,0.0,74.9242038663602,67.91713371908902,31.638866205182225,0,hold,0,0,,4.09014501953125,,,
1988-08-18 00:00:00+01:00,69.13672637939453,69.13672637939453,69.13672637939453,69.13672637939453,0,0.0,0.0,74.89896381849809,67.6479714537187,37.80642850960697,0,hold,0,0,,4.09014501953125,,,
1988-08-19 00:00:00+01:00,69.13672637939453,69.13672637939453,69.13672637939453,69.13672637939453,0,0.0,0.0,74.91242973560388,67.42557380443519,38.79782067929199,0,hold,0,0,,4.09014501953125,,,
1988-08-22 00:00:00+01:00,68.75669860839844,68.75669860839844,68.75669860839844,68.75669860839844,0,0.0,0.0,74.92116992493183,67.15091946105449,36.38746018667771,0,hold,0,0,,4.09014501953125,,,
1988-08-23 00:00:00+01:00,68.1869125366211,68.1869125366211,68.1869125366211,68.1869125366211,0,0.0,0.0,74.85072375966318,66.80348842905751,31.50025702174669,0,hold,0,0,,4.09014501953125,,,
1988-08-24 00:00:00+01:00,68.1869125366211,68.1869125366211,68.1869125366211,68.1869125366211,0,0.0,0.0,74.67836426156059,66.51998931509958,30.585541860167595,0,hold,0,0,,4.09014501953125,,,
1988-08-25 00:00:00+01:00,66.09764862060547,66.09764862060547,66.09764862060547,66.09764862060547,0,0.0,0.0,74.66328778321657,65.87028078978146,22.685278522024277,0,hold,0,0,,4.09014501953125,,,
1988-08-26 00:00:00+01:00,66.09764862060547,66.09764862060547,66.09764862060547,66.09764862060547,0,0.0,0.0,74.56348357138509,65.32428193154459,22.816259430170774,0,hold,0,0,,4.09014501953125,,,
1988-08-29 00:00:00+01:00,66.09764862060547,66.09764862060547,66.09764862060547,66.09764862060547,0,0.0,0.0,74.29691392250845,64.9070892208021,21.84443888520599,0,hold,0,0,,4.09014501953125,,,
1988-08-30 00:00:00+01:00,65.05310821533203,65.05310821533203,65.05310821533203,65.05310821533203,0,0.0,0.0,74.11286932764318,64.34087670507165,18.983514332946626,0,hold,0,0,,4.09014501953125,,,
1988-08-31 00:00:00+01:00,64.4832534790039,64.4832534790039,64.4832534790039,64.4832534790039,0,0.0,0.0,73.83517021923723,63.792351295655344,17.028794157294953,0,hold,0,0,,4.09014501953125,,,
1988-09-01 00:00:00+01:00,63.05870819091796,63.05870819091796,63.05870819091796,63.05870819091797,0,0.0,0.0,73.56071899333712,63.079146118967564,13.625894623921752,0,hold,0,0,,4.09014501953125,,,
1988-09-02 00:00:00+01:00,63.81855773925782,63.81855773925782,63.81855773925782,63.81855773925781,0,0.0,0.0,72.90728052486514,62.78291112552549,20.661253244318672,0,hold,0,0,,4.09014501953125,,,
1988-09-05 00:00:00+01:00,64.10348510742188,64.10348510742188,64.10348510742188,64.10348510742188,0,0.0,0.0,72.14309087252663,62.66392206692651,23.75752511520507,0,hold,0,0,,4.09014501953125,,,
1988-09-06 00:00:00+01:00,64.38835906982422,64.38835906982422,64.38835906982422,64.38835906982422,0,0.0,0.0,71.49122516983672,62.57503688460665,27.55407970296298,0,hold,0,0,,4.09014501953125,,,
1988-09-07 00:00:00+01:00,63.53362274169922,63.53362274169922,63.53362274169922,63.53362274169922,0,0.0,0.0,71.10081158538686,62.272193327943214,25.487351237401782,0,hold,0,0,,4.09014501953125,,,
1988-09-08 00:00:00+01:00,62.29910659790039,62.29910659790039,62.29910659790039,62.29910659790039,0,0.0,0.0,70.96634757016083,61.70391419436554,22.306696642484724,0,hold,0,0,,4.09014501953125,,,
1988-09-09 00:00:00+01:00,61.729278564453125,61.729278564453125,61.729278564453125,61.729278564453125,0,0.0,0.0,70.62665014577604,61.207903763525714,18.895380827470376,0,hold,0,0,,4.09014501953125,,,
1988-09-12 00:00:00+01:00,61.729278564453125,61.729278564453125,61.729278564453125,61.729278564453125,0,0.0,0.0,70.62290511519721,60.641848989417056,20.649588807817352,0,hold,0,0,,4.09014501953125,,,
1988-09-13 00:00:00+01:00,61.729278564453125,61.729278564453125,61.729278564453125,61.729278564453125,0,0.0,0.0,70.39938450511295,60.20060443226499,17.71137309755072,0,hold,0,0,,4.09014501953125,,,
1988-09-14 00:00:00+01:00,61.539260864257805,61.539260864257805,61.539260864257805,61.53926086425781,0,0.0,0.0,70.10314338320102,59.81307861692106,17.110337427901015,0,hold,0,0,,4.09014501953125,,,
1988-09-15 00:00:00+01:00,62.10908889770508,62.10908889770508,62.10908889770508,62.10908889770508,0,0.0,0.0,69.51679037081665,59.69666788113646,22.993642275959047,0,hold,0,0,,4.09014501953125,,,
1988-09-16 00:00:00+01:00,61.91908645629883,61.91908645629883,61.91908645629883,61.91908645629883,0,0.0,0.0,68.8205895016134,59.671104758030175,22.182640225874934,0,hold,0,0,,4.09014501953125,,,
1988-09-19 00:00:00+01:00,63.43873596191406,63.43873596191406,63.43873596191406,63.43873596191406,0,0.0,0.0,68.06726963286354,59.89262836213158,40.855565116361895,0,hold,0,0,,4.09014501953125,,,
1988-09-20 00:00:00+01:00,64.38835906982422,64.38835906982422,64.38835906982422,64.38835906982422,0,0.0,0.0,67.40326795363374,60.176774694681676,49.897989660431044,0,hold,0,0,,4.09014501953125,,,
1988-09-21 00:00:00+01:00,64.38835906982422,64.38835906982422,64.38835906982422,64.38835906982422,0,0.0,0.0,66.61942010977343,60.5807671918623,49.897989660431044,0,hold,0,0,,4.09014501953125,,,
1988-09-22 00:00:00+01:00,63.43873596191406,63.43873596191406,63.43873596191406,63.43873596191406,0,0.0,0.0,66.26058410911845,60.673711926648146,46.156143383309306,0,hold,0,0,,4.09014501953125,,,
1988-09-23 00:00:00+01:00,63.81855773925782,63.81855773925782,63.81855773925782,63.81855773925781,0,0.0,0.0,65.88146041336792,60.82492653426392,49.4219234923138,0,hold,0,0,,4.09014501953125,,,
1988-09-26 00:00:00+01:00,63.62854385375977,63.62854385375977,63.62854385375977,63.628543853759766,0,0.0,0.0,65.42972134675747,61.02975512418978,47.85806980070127,0,hold,0,0,,4.09014501953125,,,
1988-09-27 00:00:00+01:00,64.38835906982422,64.38835906982422,64.38835906982422,64.38835906982422,0,0.0,0.0,65.30340647294068,61.0895950834558,56.21629572816275,0,hold,0,0,,4.09014501953125,,,
1988-09-28 00:00:00+01:00,64.57817077636719,64.57817077636719,64.57817077636719,64.57817077636719,0,0.0,0.0,65.32011837296575,61.08237491316706,58.93976865327189,0,hold,0,0,,4.09014501953125,,,
1988-09-29 00:00:00+01:00,64.67308044433594,64.67308044433594,64.67308044433594,64.67308044433594,0,0.0,0.0,65.49392161509078,61.07000889638383,63.45598350607538,0,hold,0,0,,4.09014501953125,,,
1988-09-30 00:00:00+01:00,64.76819610595703,64.76819610595703,64.76819610595703,64.76819610595703,0,0.0,0.0,65.62464279422409,61.03425155392045,62.846417631485394,0,hold,0,0,,4.09014501953125,,,
1988-10-03 00:00:00+01:00,63.81855773925782,63.81855773925782,63.81855773925782,63.81855773925781,0,0.0,0.0,65.59448358392024,61.03591802740789,50.902716024994575,0,hold,0,0,,4.09014501953125,,,
1988-10-04 00:00:00+01:00,64.10348510742188,64.10348510742188,64.10348510742188,64.10348510742188,0,0.0,0.0,65.5566749860924,61.04523922899549,53.04495384728716,0,hold,0,0,,4.09014501953125,,,
1988-10-05 00:00:00+01:00,64.76819610595703,64.76819610595703,64.76819610595703,64.76819610595703,0,0.0,0.0,65.70634804449678,61.0190235070169,61.093962804848786,0,hold,0,0,,4.09014501953125,,,
1988-10-06 00:00:00+01:00,64.76819610595703,64.76819610595703,64.76819610595703,64.76819610595703,0,0.0,0.0,65.85270749594129,61.119573006378054,64.8939224691269,0,hold,0,0,,4.09014501953125,,,
1988-10-07 00:00:00+01:00,66.28763580322266,66.28763580322266,66.28763580322266,66.28763580322266,0,0.0,0.0,66.23302956694853,61.195086659247764,75.9658225934008,0,hold,0,0,,4.09014501953125,,,
1988-10-10 00:00:00+01:00,67.23724365234375,67.23724365234375,67.23724365234375,67.23724365234375,0,0.0,0.0,66.77091959548345,61.20799313950191,79.69040918750792,0,hold,0,0,,4.09014501953125,,,
1988-10-11 00:00:00+01:00,67.71219635009766,67.71219635009766,67.71219635009766,67.71219635009766,0,0.0,0.0,67.30996990929812,61.267234604251705,81.25508056439452,0,hold,0,0,,4.09014501953125,,,
1988-10-12 00:00:00+01:00,66.47765350341797,66.47765350341797,66.47765350341797,66.47765350341797,0,0.0,0.0,67.42193813153175,61.649105645934085,67.25764166993315,-1,short,-1,0,0.13409498596191408,4.09014501953125,67.04749298095703,63.69511833190918,68.38844284057618
1988-10-13 00:00:00+01:00,67.04749298095703,67.04749298095703,67.04749298095703,67.04749298095703,0,0.0,0.0,67.6411139382535,61.923770247537526,69.35894155484772,0,hold,-1,-0.0,,4.09014501953125,,,
1988-10-14 00:00:00+01:00,67.14239501953125,67.14239501953125,67.14239501953125,67.14239501953125,0,0.0,0.0,67.75898772626529,62.32822731584897,70.2775860860029,0,hold,-1,-0.09490203857421875,,4.09014501953125,,,
1988-10-17 00:00:00+01:00,66.85745239257812,66.85745239257812,66.85745239257812,66.85745239257812,0,0.0,0.0,67.93470832615711,62.49437835902356,65.14879206466674,0,hold,-1,0.19004058837890625,,4.09014501953125,,,
1988-10-18 00:00:00+01:00,66.38274383544922,66.38274383544922,66.38274383544922,66.38274383544922,0,0.0,0.0,68.05213478747274,62.57639037427043,58.45361832514561,0,hold,-1,0.6647491455078125,,4.09014501953125,,,
1988-10-19 00:00:00+01:00,66.19273376464844,66.19273376464844,66.19273376464844,66.19273376464844,0,0.0,0.0,68.1332666499836,62.67569598124201,56.44222867152198,0,hold,-1,0.8547592163085938,,4.09014501953125,,,
1988-10-20 00:00:00+01:00,66.00271606445312,66.00271606445312,66.00271606445312,66.00271606445312,0,0.0,0.0,68.1171097481456,62.94825089333389,56.7263963284404,0,hold,-1,1.0447769165039062,,4.09014501953125,,,
1988-10-21 00:00:00+01:00,65.52801513671875,65.52801513671875,65.52801513671875,65.52801513671875,0,0.0,0.0,68.08035020288114,63.15595617834443,50.7446427817965,0,hold,-1,1.5194778442382812,,4.09014501953125,,,
1988-10-24 00:00:00+00:00,64.76819610595703,64.76819610595703,64.76819610595703,64.76819610595703,0,0.0,0.0,67.99939964391643,63.350871962528885,44.10400757156691,0,hold,-1,2.279296875,,4.09014501953125,,,
1988-10-25 00:00:00+00:00,64.4832534790039,64.4832534790039,64.4832534790039,64.4832534790039,0,0.0,0.0,67.9939829791277,63.3657780682356,39.83003852949242,0,hold,-1,2.564239501953125,,4.09014501953125,,,
1988-10-26 00:00:00+00:00,64.38835906982422,64.38835906982422,64.38835906982422,64.38835906982422,0,0.0,0.0,68.00396285325374,63.33681702345524,38.523400299974874,0,hold,-1,2.6591339111328125,,4.09014501953125,,,
1988-10-27 00:00:00+00:00,63.53362274169922,63.53362274169922,63.53362274169922,63.53362274169922,0,0.0,0.0,68.09269284985338,63.134141256591946,32.13633449198936,0,close short,0,3.5138702392578125,0.12706724548339843,7.34285302734375,63.53362274169922,,
1988-10-28 00:00:00+00:00,64.00833129882812,64.00833129882812,64.00833129882812,64.00833129882812,0,0.0,0.0,68.12756309126785,63.02328453446456,37.796194043762426,0,hold,0,0,,7.34285302734375,,,
1988-10-31 00:00:00+00:00,63.43873596191406,63.43873596191406,63.43873596191406,63.43873596191406,0,0.0,0.0,68.16559802441543,62.94726742358261,35.31862602167416,0,hold,0,0,,7.34285302734375,,,
1988-11-01 00:00:00+00:00,63.248733520507805,63.248733520507805,63.248733520507805,63.24873352050781,0,0.0,0.0,68.24194024537269,62.78545004393397,33.19794202176108,0,hold,0,0,,7.34285302734375,,,
1988-11-02 00:00:00+00:00,62.86892318725586,62.86892318725586,62.86892318725586,62.86892318725586,0,0.0,0.0,68.36747003093672,62.4699929664998,28.65904818952005,0,hold,0,0,,7.34285302734375,,,
1988-11-03 00:00:00+00:00,63.248733520507805,63.248733520507805,63.248733520507805,63.24873352050781,0,0.0,0.0,68.42968406527078,62.25583267362082,34.05364646489822,0,hold,0,0,,7.34285302734375,,,
1988-11-04 00:00:00+00:00,64.00833129882812,64.00833129882812,64.00833129882812,64.00833129882812,0,0.0,0.0,68.33600063805301,62.12158565039914,39.43560525365335,0,hold,0,0,,7.34285302734375,,,
1988-11-07 00:00:00+00:00,63.62854385375977,63.62854385375977,63.62854385375977,63.628543853759766,0,0.0,0.0,68.08643256697133,62.01028374162242,33.68932487482586,0,hold,0,0,,7.34285302734375,,,
1988-11-08 00:00:00+00:00,63.9134407043457,63.9134407043457,63.9134407043457,63.9134407043457,0,0.0,0.0,67.67337888490874,62.04346185910981,36.18234267311001,0,hold,0,0,,7.34285302734375,,,
1988-11-09 00:00:00+00:00,62.6786994934082,62.6786994934082,62.6786994934082,62.6786994934082,0,0.0,0.0,67.53300131486269,61.8039440281549,29.6995146576824,0,hold,0,0,,7.34285302734375,,,
1988-11-10 00:00:00+00:00,62.29910659790039,62.29910659790039,62.29910659790039,62.29910659790039,0,0.0,0.0,67.2543287919415,61.60777791277042,25.778577307713306,0,hold,0,0,,7.34285302734375,,,
