Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-18 00:00:00+01:00,330.0,337.3999938964844,308.3500061035156,308.3500061035156,75775752,0.0,0.0
2022-07-19 00:00:00+01:00,309.0,309.1000061035156,291.3500061035156,301.0,44977828,0.0,0.0
2022-07-20 00:00:00+01:00,295.0,315.04998779296875,295.0,303.0,42043254,0.0,0.0
2022-07-21 00:00:00+01:00,302.0,314.20001220703125,298.20001220703125,314.20001220703125,35446440,0.0,0.0
2022-07-22 00:00:00+01:00,309.3999938964844,319.3420104980469,305.0,316.5,25275653,0.0,0.0
2022-07-25 00:00:00+01:00,312.0,313.4440002441406,304.5,305.0,33054037,0.0,0.0
2022-07-26 00:00:00+01:00,303.79998779296875,308.8999938964844,300.0,308.8999938964844,47379225,0.0,0.0
2022-07-27 00:00:00+01:00,310.0,319.79998779296875,303.5,303.5,92809478,0.0,0.0
2022-07-28 00:00:00+01:00,303.1000061035156,304.5,292.70001220703125,295.5,37686946,0.0,0.0
2022-07-29 00:00:00+01:00,292.0,293.79998779296875,285.6000061035156,291.79998779296875,39539253,0.0,0.0
2022-08-01 00:00:00+01:00,284.8999938964844,297.6000061035156,284.8999938964844,297.6000061035156,16614852,0.0,0.0
2022-08-02 00:00:00+01:00,300.0,313.8999938964844,298.6000061035156,310.5,23844114,0.0,0.0
2022-08-03 00:00:00+01:00,307.3999938964844,308.5,305.0,307.0,17865277,0.0,0.0
2022-08-04 00:00:00+01:00,305.0,310.1000061035156,303.8999938964844,305.20001220703125,15092240,0.0,0.0
2022-08-05 00:00:00+01:00,303.0,313.20001220703125,299.3999938964844,307.8999938964844,14863964,0.0,0.0
2022-08-08 00:00:00+01:00,308.3999938964844,311.29998779296875,305.3999938964844,309.20001220703125,14380572,0.0,0.0
2022-08-09 00:00:00+01:00,306.3999938964844,310.3999938964844,302.5,304.0,15781977,0.0,0.0
2022-08-10 00:00:00+01:00,297.8999938964844,302.70001220703125,279.5,279.5,112025393,0.0,0.0
2022-08-11 00:00:00+01:00,271.3999938964844,273.0,242.60000610351562,265.79998779296875,113965410,0.0,0.0
