Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-05-09 00:00:00+01:00,396.34633577786957,403.45065689086914,375.4072840763972,388.86810302734375,19668854,0.0,0.0
2008-05-12 00:00:00+01:00,392.60716708201284,399.7114872482588,387.3724048542527,396.3462829589844,1369895,0.0,0.0
2008-05-13 00:00:00+01:00,400.085418304103,410.92885487496187,394.102832609836,402.3288879394531,2326611,0.0,0.0
2008-05-14 00:00:00+01:00,403.8245139898256,411.3027457303779,396.34628224927326,401.9549560546875,2770068,0.0,0.0
2008-05-15 00:00:00+01:00,400.0853373964554,403.82445269922596,400.0853373964554,403.0766296386719,1059218,0.0,0.0
2008-05-16 00:00:00+01:00,401.58104376836656,412.0505681869087,400.83322059561357,407.5636291503906,1504745,0.0,0.0
2008-05-19 00:00:00+01:00,404.5723264357623,411.30273482378794,401.95494539597456,406.8157958984375,1030666,0.0,0.0
2008-05-20 00:00:00+01:00,404.57226606648396,415.04178866339856,403.8244430238472,413.546142578125,3751212,0.0,0.0
2008-05-21 00:00:00+01:00,411.30275304711677,429.99833273107663,407.937548704004,422.8940124511719,10056758,0.0,0.0
2008-05-22 00:00:00+01:00,425.5114039058179,425.5114039058179,416.5375254403173,422.5201110839844,1057125,0.0,0.0
2008-05-23 00:00:00+01:00,418.78094482421875,422.14614884512764,413.9200945717948,418.78094482421875,882569,0.0,0.0
2008-05-27 00:00:00+01:00,418.78091425185147,418.78091425185147,413.5461528237033,416.5374450683594,550062,0.0,0.0
2008-05-28 00:00:00+01:00,418.7809554390285,418.7809554390285,411.30272409190303,412.7983703613281,846060,0.0,0.0
2008-05-29 00:00:00+01:00,418.03308072176844,418.03308072176844,406.81573508522723,411.30267333984375,741972,0.0,0.0
2008-05-30 00:00:00+01:00,410.9288232466754,410.9288232466754,396.3462717392865,406.8157958984375,2456144,0.0,0.0
2008-06-02 00:00:00+01:00,403.8245032815372,407.5636190526626,398.5897412019618,406.8157958984375,1845374,0.0,0.0
2008-06-03 00:00:00+01:00,409.4331664205249,415.04183993313484,403.824492907915,410.5549011230469,2610986,0.0,0.0
2008-06-04 00:00:00+01:00,415.04180908203125,418.78092447916663,405.6940205891927,415.04180908203125,1451934,0.0,0.0
2008-06-05 00:00:00+01:00,414.29392457939514,415.04174754795,409.0591637995111,411.6765441894531,2824967,0.0,0.0
