Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1988-07-01 00:00:00+01:00,53.45139312744141,53.45139312744141,53.45139312744141,53.451393127441406,0,0.0,0.0
1988-07-04 00:00:00+01:00,53.8625373840332,53.8625373840332,53.8625373840332,53.8625373840332,0,0.0,0.0
1988-07-05 00:00:00+01:00,56.32955551147461,56.32955551147461,56.32955551147461,56.32955551147461,0,0.0,0.0
1988-07-06 00:00:00+01:00,56.32955551147461,56.32955551147461,56.32955551147461,56.32955551147461,0,0.0,0.0
1988-07-07 00:00:00+01:00,57.15185546875,57.15185546875,57.15185546875,57.15185546875,0,0.0,0.0
1988-07-08 00:00:00+01:00,60.03001403808594,60.03001403808594,60.03001403808594,60.03001403808594,0,0.0,0.0
1988-07-11 00:00:00+01:00,60.44116973876953,60.44116973876953,60.44116973876953,60.44116973876953,0,0.0,0.0
1988-07-12 00:00:00+01:00,59.207706451416016,59.207706451416016,59.207706451416016,59.207706451416016,0,0.0,0.0
1988-07-13 00:00:00+01:00,59.61886978149414,59.61886978149414,59.61886978149414,59.61886978149414,0,0.0,0.0
1988-07-14 00:00:00+01:00,59.207706451416016,59.207706451416016,59.207706451416016,59.207706451416016,0,0.0,0.0
1988-07-15 00:00:00+01:00,60.646743774414055,60.646743774414055,60.646743774414055,60.64674377441406,0,0.0,0.0
1988-07-18 00:00:00+01:00,60.03001403808594,60.03001403808594,60.03001403808594,60.03001403808594,0,0.0,0.0
1988-07-19 00:00:00+01:00,59.207706451416016,59.207706451416016,59.207706451416016,59.207706451416016,0,0.0,0.0
1988-07-20 00:00:00+01:00,59.413272857666016,59.413272857666016,59.413272857666016,59.413272857666016,0,0.0,0.0
1988-07-21 00:00:00+01:00,58.79655075073243,58.79655075073243,58.79655075073243,58.79655075073242,0,0.0,0.0
1988-07-22 00:00:00+01:00,57.97422409057617,57.97422409057617,57.97422409057617,57.97422409057617,0,0.0,0.0
1988-07-25 00:00:00+01:00,57.15185546875,57.15185546875,57.15185546875,57.15185546875,0,0.0,0.0
1988-07-26 00:00:00+01:00,56.74070358276367,56.74070358276367,56.74070358276367,56.74070358276367,0,0.0,0.0
1988-07-27 00:00:00+01:00,56.53511428833008,56.53511428833008,56.53511428833008,56.53511428833008,0,0.0,0.0
1988-07-28 00:00:00+01:00,57.56299591064454,57.56299591064454,57.56299591064454,57.56299591064453,0,0.0,0.0
1988-07-29 00:00:00+01:00,56.74070358276367,56.74070358276367,56.74070358276367,56.74070358276367,0,0.0,0.0
1988-08-01 00:00:00+01:00,57.15185546875,57.15185546875,57.15185546875,57.15185546875,0,0.0,0.0
1988-08-02 00:00:00+01:00,57.15185546875,57.15185546875,57.15185546875,57.15185546875,0,0.0,0.0
